Age,LDTAcc,RT,AttentionCheck,AgeOfMachine,TrialN,ProbeType,ProbePosition,SubjectFreq,SubjectLength,Browser,ProbeFrequency,ProbeCosine,ProbeWord,HasCheck,StimType,StimID,ReadingTime,Condition,OS,fullSentence,Participant
23,1,779,0,2,86,REL,AFTER-VP,3.485497116,5,Safari,4.909946679,0.387246038,FAITH,0,experimental,26,2283,REL-AFTER-VP,MacIntel,"Given the change in the law, every vicar certainly should have obeyed the decision, claims The Sun.",53
23,1,797,0,2,90,REL,AFTER-V,3.316655402,8,Safari,5.154909161,0.538092297,TRADE,0,experimental,5,1384,REL-AFTER-V,MacIntel,"Given the change in the law, every importer certainly should have returned the paperwork, reports The Independent.",53
23,1,701,0,2,91,UNREL,AFTER-V,4.33783738,9,Safari,3.65360327,0.040631859,AISLE,0,experimental,30,1418,UNREL-AFTER-V,MacIntel,"Given the change in the law, every publisher certainly should have defined the term, claims The Guardian.",53
23,1,867,0,2,93,NONCE,AFTER-V,4.141850119,8,Safari,NA,NA,TROLF,0,experimental,7,1617,NONCE-AFTER-V,MacIntel,"Given the change in the law, every investor definitely should have updated the protocol, reports The Telegraph.",53
23,1,1212,0,2,95,REL,AFTER-VP,4.271877839,7,Safari,5.33947384,0.149010967,MARCH,0,experimental,44,2435,REL-AFTER-VP,MacIntel,"Given the change in the law, every soldier obviously should have raised the concern, mentions The Sun.",53
23,1,2225,0,2,98,NONCE,AFTER-V,3.499480888,9,Safari,NA,NA,FLOVE,0,experimental,37,2552,NONCE-AFTER-V,MacIntel,"Given the change in the law, every biologist clearly should have replaced the equipment, mentions The Telegraph.",53
23,1,930,0,2,100,UNREL,AFTER-VP,3.784228166,8,Safari,4.091225612,0.144013775,PEARL,0,experimental,39,2351,UNREL-AFTER-VP,MacIntel,"Given the change in the law, every mechanic certainly should have destroyed the data, mentions The BBC.",53
23,1,1791,0,2,102,NONCE,AFTER-V,4.216284055,12,Safari,NA,NA,KNURN,0,experimental,31,1785,NONCE-AFTER-V,MacIntel,"Given the change in the law, every photographer clearly should have cancelled the subscription, claims The Telegraph.",53
23,1,1046,1,2,103,REL,AFTER-VP,3.331052745,7,Safari,4.789408745,0.686182952,BIRTH,1,experimental,14,2502,REL-AFTER-VP,MacIntel,"Given the change in the law, every midwife clearly should have taken the initiative, suggests The Sun.",53
23,1,1756,0,2,105,NONCE,AFTER-V,3.496627781,10,Safari,NA,NA,JESKS,0,experimental,19,1452,NONCE-AFTER-V,MacIntel,"Given the change in the law, every advertiser obviously should have accepted the blame, suggests The Telegraph.",53
23,1,3059,0,2,107,NONCE,AFTER-VP,3.506495478,6,Safari,NA,NA,DWEED,0,experimental,52,2468,NONCE-AFTER-VP,MacIntel,"Given the change in the law, every brewer clearly should have warned the supplier, says The Times.",53
23,1,2873,0,2,109,UNREL,AFTER-V,4.460251055,8,Safari,3.430462728,0.053296581,ACORN,0,experimental,12,1567,UNREL-AFTER-V,MacIntel,"Given the change in the law, every employer clearly should have borne the brunt, reports The Guardian.",53
23,1,1484,0,2,111,NONCE,AFTER-VP,3.571960851,11,Safari,NA,NA,SWILK,0,experimental,28,3351,NONCE-AFTER-VP,MacIntel,"Given the change in the law, every broadcaster definitely should have rectified the situation, claims The Times.",53
23,1,1078,0,2,114,UNREL,AFTER-VP,3.484128918,6,Safari,3.75194906,0.044440644,GRAPE,0,experimental,15,2683,UNREL-AFTER-VP,MacIntel,"Given the change in the law, every jockey obviously should have abandoned the practice, suggests The BBC.",53
23,1,915,0,2,115,REL,AFTER-V,3.949644483,9,Safari,5.474563669,0.500925534,MUSIC,0,experimental,41,1701,REL-AFTER-V,MacIntel,"Given the change in the law, every conductor clearly should have avoided the behaviour, mentions The Independent.",53
23,1,2164,0,2,117,NONCE,AFTER-VP,3.087558969,8,Safari,NA,NA,JULTS,0,experimental,16,2502,NONCE-AFTER-VP,MacIntel,"Given the change in the law, every motorist certainly should have received the letter, suggests The Times.",53
23,1,1497,0,2,120,NONCE,AFTER-V,4.870998895,7,Safari,NA,NA,DINTH,0,experimental,13,1516,NONCE-AFTER-V,MacIntel,"Given the change in the law, every teacher definitely should have rejected the deal, suggests The Telegraph.",53
29,1,805.6999999999999,0,9,2,UNREL,AFTER-VP,4.042783642,7,Chrome,3.489874614,0.091146301,TORSO,0,experimental,9,2751.7999999999997,UNREL-AFTER-VP,MacIntel,"Given the change in the law, every builder certainly should have filed the report, reports The BBC.",54
29,1,750.3,0,9,8,REL,AFTER-VP,3.672348826,8,Chrome,4.316053735,0.419525812,LAUGH,0,experimental,50,2685,REL-AFTER-VP,MacIntel,"Given the change in the law, every comedian obviously should have considered the damage, says The Sun.",54
29,1,666.2,0,9,11,UNREL,AFTER-V,4.78505379,8,Chrome,3.844663502,0.042999458,BINGO,0,experimental,24,1585.5,UNREL-AFTER-V,MacIntel,"Given the change in the law, every graduate certainly should have contacted the council, suggests The Guardian.",54
29,1,615.7,1,9,12,UNREL,AFTER-VP,2.459390987,7,Chrome,4.142626275,0.34483263,TIGER,1,experimental,57,2436.4,UNREL-AFTER-VP,MacIntel,"Given the change in the law, every milkman certainly should have involved the union, says The BBC.",54
29,1,584.3000000000001,1,9,16,UNREL,AFTER-V,3.147773871,9,Chrome,3.874821707,0.024638016,ONION,1,experimental,36,1451.1000000000001,UNREL-AFTER-V,MacIntel,"Given the change in the law, every paramedic definitely should have joined the protest, claims The Guardian.",54
29,1,816.3000000000001,0,9,17,NONCE,AFTER-V,3.96226586,7,Chrome,NA,NA,GARGE,0,experimental,25,1551.1,NONCE-AFTER-V,MacIntel,"Given the change in the law, every athlete obviously should have declared the affiliation, claims The Telegraph.",54
29,1,867.1,0,9,19,NONCE,AFTER-VP,2.761427779,7,Chrome,NA,NA,GENCE,0,experimental,34,2384.7999999999997,NONCE-AFTER-VP,MacIntel,"Given the change in the law, every caterer certainly should have amended the wording, claims The Times.",54
29,1,736.8,0,9,21,NONCE,AFTER-V,4.216284055,12,Chrome,NA,NA,KNURN,0,experimental,31,1684.8000000000002,NONCE-AFTER-V,MacIntel,"Given the change in the law, every photographer clearly should have cancelled the subscription, claims The Telegraph.",54
29,1,615,0,9,22,NONCE,AFTER-VP,3.087558969,8,Chrome,NA,NA,JULTS,0,experimental,16,2335.3,NONCE-AFTER-VP,MacIntel,"Given the change in the law, every motorist certainly should have received the letter, suggests The Times.",54
29,1,717.7,0,9,23,NONCE,AFTER-V,4.870998895,7,Chrome,NA,NA,DINTH,0,experimental,13,1717.2,NONCE-AFTER-V,MacIntel,"Given the change in the law, every teacher definitely should have rejected the deal, suggests The Telegraph.",54
29,1,933.4,1,9,24,UNREL,AFTER-V,2.442833304,8,Chrome,3.583693845,0.332504352,PIPER,1,experimental,60,1615.8,UNREL-AFTER-V,MacIntel,"Given the change in the law, every hotelier clearly should have made the transition, says The Guardian.",54
29,1,666.5,1,9,25,REL,AFTER-V,2.794650654,7,Chrome,3.193575913,0.504048878,LORRY,1,experimental,23,1434.6000000000001,REL-AFTER-V,MacIntel,"Given the change in the law, every trucker obviously should have notified the firm, suggests The Independent.",54
29,1,632.6,0,9,28,REL,AFTER-V,3.316655402,8,Chrome,5.154909161,0.538092297,TRADE,0,experimental,5,1417.5,REL-AFTER-V,MacIntel,"Given the change in the law, every importer certainly should have returned the paperwork, reports The Independent.",54
29,1,665.2,1,9,29,NONCE,AFTER-V,4.054597373,7,Chrome,NA,NA,WOOSE,1,experimental,1,1568.3,NONCE-AFTER-V,MacIntel,"Given the change in the law, every surgeon certainly should have undertaken the training, reports The Telegraph.",54
29,1,678.6,0,9,31,NONCE,AFTER-V,3.499480888,9,Chrome,NA,NA,FLOVE,0,experimental,37,1534.5,NONCE-AFTER-V,MacIntel,"Given the change in the law, every biologist clearly should have replaced the equipment, mentions The Telegraph.",54
29,1,682.1,0,9,32,NONCE,AFTER-VP,3.651952199,6,Chrome,NA,NA,VECTS,0,experimental,22,2285,NONCE-AFTER-VP,MacIntel,"Given the change in the law, every barber clearly should have heeded the advice, suggests The Times.",54
29,1,649.7,1,9,33,REL,AFTER-VP,3.331052745,7,Chrome,4.789408745,0.686182952,BIRTH,1,experimental,14,2051.4,REL-AFTER-VP,MacIntel,"Given the change in the law, every midwife clearly should have taken the initiative, suggests The Sun.",54
29,1,599.3000000000001,0,9,36,REL,AFTER-VP,4.271877839,7,Chrome,5.33947384,0.149010967,MARCH,0,experimental,44,1952.3,REL-AFTER-VP,MacIntel,"Given the change in the law, every soldier obviously should have raised the concern, mentions The Sun.",54
29,1,698.8,0,9,39,NONCE,AFTER-V,3.570916411,9,Chrome,NA,NA,SMECK,0,experimental,55,1534.5,NONCE-AFTER-V,MacIntel,"Given the change in the law, every physicist definitely should have interrupted the meeting, says The Telegraph.",54
29,1,682.4,0,9,40,UNREL,AFTER-V,5.617442386,7,Chrome,4.199949835,0.072750297,WHEAT,0,experimental,42,1518.3,UNREL-AFTER-V,MacIntel,"Given the change in the law, every company definitely should have announced the appointment, mentions The Guardian.",54
29,1,566.2,0,9,41,REL,AFTER-V,3.563555912,8,Chrome,4.884322105,0.704060439,TRAIN,0,experimental,59,2366.2000000000003,REL-AFTER-V,MacIntel,"Given the change in the law, every commuter definitely should have reported the matter, says The Independent.",54
29,1,707.9,0,9,43,NONCE,AFTER-VP,3.506495478,6,Chrome,NA,NA,DWEED,0,experimental,52,2668.4,NONCE-AFTER-VP,MacIntel,"Given the change in the law, every brewer clearly should have warned the supplier, says The Times.",54
29,1,735.1999999999999,0,9,47,NONCE,AFTER-V,4.141850119,8,Chrome,NA,NA,TROLF,0,experimental,7,1468.3999999999999,NONCE-AFTER-V,MacIntel,"Given the change in the law, every investor definitely should have updated the protocol, reports The Telegraph.",54
29,1,649,0,9,51,REL,AFTER-V,3.949644483,9,Chrome,5.474563669,0.500925534,MUSIC,0,experimental,41,1451.2,REL-AFTER-V,MacIntel,"Given the change in the law, every conductor clearly should have avoided the behaviour, mentions The Independent.",54
29,1,534.3,0,9,52,UNREL,AFTER-VP,3.784228166,8,Chrome,4.091225612,0.144013775,PEARL,0,experimental,39,2136.2000000000003,UNREL-AFTER-VP,MacIntel,"Given the change in the law, every mechanic certainly should have destroyed the data, mentions The BBC.",54
29,1,517,0,9,53,REL,AFTER-VP,3.671694735,6,Chrome,4.714494586,0.436893167,OCEAN,0,experimental,38,2083.8,REL-AFTER-VP,MacIntel,"Given the change in the law, every sailor definitely should have known the risk, mentions The Sun.",54
29,1,715.4000000000001,0,9,54,NONCE,AFTER-V,3.001120593,6,Chrome,NA,NA,WROSH,0,experimental,43,1401.3,NONCE-AFTER-V,MacIntel,"Given the change in the law, every grocer certainly should have vetoed the proposal, mentions The Telegraph.",54
29,1,717.6,0,9,55,REL,AFTER-V,3.590390365,7,Chrome,3.975196615,0.581803613,BACON,0,experimental,17,1384.3000000000002,REL-AFTER-V,MacIntel,"Given the change in the law, every butcher definitely should have retained the receipt, suggests The Independent.",54
29,1,600.7,0,9,57,UNREL,AFTER-VP,4.257983625,9,Chrome,3.681235784,0.023932131,NYLON,0,experimental,51,2383.5,UNREL-AFTER-VP,MacIntel,"Given the change in the law, every architect definitely should have extended the deadline, says The BBC.",54
29,1,567.1,1,9,60,REL,AFTER-VP,4.166816978,8,Chrome,5.000544983,0.399338922,PEACE,1,experimental,20,2252,REL-AFTER-VP,MacIntel,"Given the change in the law, every activist certainly should have claimed the compensation, suggests The Sun.",54
29,1,533.2,0,9,61,REL,AFTER-V,4.382518198,9,Chrome,4.578922163,0.297423709,PLANE,0,experimental,11,1419.5,REL-AFTER-V,MacIntel,"Given the change in the law, every passenger definitely should have demanded the refund, reports The Independent.",54
29,1,852.9,1,9,62,UNREL,AFTER-V,3.927682114,9,Chrome,3.549681245,0.073515012,STOUT,1,experimental,6,2117.9,UNREL-AFTER-V,MacIntel,"Given the change in the law, every performer obviously should have signed the petition, reports The Guardian.",54
29,1,617.1,1,9,63,NONCE,AFTER-VP,3.296803811,9,Chrome,NA,NA,WRUNK,1,experimental,40,2217.2999999999997,NONCE-AFTER-VP,MacIntel,"Given the change in the law, every informant obviously should have examined the contract, mentions The Times.",54
29,1,596.7,1,9,66,REL,AFTER-V,3.827345184,7,Chrome,4.538804727,0.356322599,SMILE,1,experimental,53,1350.6,REL-AFTER-V,MacIntel,"Given the change in the law, every dentist certainly should have asked the question, says The Independent.",54
29,1,650.1,0,9,68,UNREL,AFTER-VP,5.294762043,8,Chrome,3.192247125,0.029311037,MELON,0,experimental,3,2634.3,UNREL-AFTER-VP,MacIntel,"Given the change in the law, every director definitely should have reconsidered the offer, reports The BBC.",54
29,1,697.3000000000001,0,9,71,REL,AFTER-V,2.935126552,6,Chrome,4.850225334,0.693079255,GRANT,0,experimental,29,1268.2,REL-AFTER-V,MacIntel,"Given the change in the law, every funder obviously should have released the document, claims The Independent.",54
29,1,548.4,0,9,72,REL,AFTER-VP,4.189108375,6,Chrome,5.35321928,0.284884024,FIELD,0,experimental,32,2385.3,REL-AFTER-VP,MacIntel,"Given the change in the law, every farmer definitely should have condemned the behaviour, claims The Sun.",54
29,1,501.49999999999994,0,9,74,REL,AFTER-VP,4.438372257,6,Chrome,5.048236364,0.43050393,VOICE,0,experimental,56,2149.7999999999997,REL-AFTER-VP,MacIntel,"Given the change in the law, every singer clearly should have sued the organiser, says The Sun.",54
29,1,732,0,9,75,NONCE,AFTER-VP,3.734240866,10,Chrome,NA,NA,SPIFT,0,experimental,4,2285.1,NONCE-AFTER-VP,MacIntel,"Given the change in the law, every accountant clearly should have disclosed the information, reports The Times.",54
29,1,601.4000000000001,0,9,82,UNREL,AFTER-VP,3.407217937,7,Chrome,4.075985546,0.086324713,SALAD,0,experimental,21,2150.4,UNREL-AFTER-VP,MacIntel,"Given the change in the law, every plumber definitely should have renewed the insurance, suggests The BBC.",54
29,1,733.8,1,9,84,NONCE,AFTER-VP,5.075778593,7,Chrome,NA,NA,TIRTH,1,experimental,10,2284.9,NONCE-AFTER-VP,MacIntel,"Given the change in the law, every manager obviously should have refuted the rise, reports The Times.",54
29,1,516.8000000000001,0,9,89,REL,AFTER-VP,3.603458685,5,Chrome,4.976780877,0.546862958,FIGHT,0,experimental,8,2183.3999999999996,REL-AFTER-VP,MacIntel,"Given the change in the law, every boxer clearly should have informed the association, reports The Sun.",54
29,1,732.3,0,9,90,UNREL,AFTER-V,4.460251055,8,Chrome,3.430462728,0.053296581,ACORN,0,experimental,12,1401.8,UNREL-AFTER-V,MacIntel,"Given the change in the law, every employer clearly should have borne the brunt, reports The Guardian.",54
29,1,681.8,0,9,92,NONCE,AFTER-V,3.496627781,10,Chrome,NA,NA,JESKS,0,experimental,19,1418.6000000000001,NONCE-AFTER-V,MacIntel,"Given the change in the law, every advertiser obviously should have accepted the blame, suggests The Telegraph.",54
29,1,599.1999999999999,0,9,96,UNREL,AFTER-V,4.33783738,9,Chrome,3.65360327,0.040631859,AISLE,0,experimental,30,1284.2,UNREL-AFTER-V,MacIntel,"Given the change in the law, every publisher certainly should have defined the term, claims The Guardian.",54
29,1,499.7,0,9,98,REL,AFTER-V,3.223196377,7,Chrome,5.311004219,0.31482591,MODEL,0,experimental,47,1617.8999999999999,REL-AFTER-V,MacIntel,"Given the change in the law, every stylist certainly should have read the guidance, mentions The Independent.",54
29,1,484.9,0,9,99,REL,AFTER-V,3.583221526,11,Chrome,4.682414816,0.345946689,SPORT,0,experimental,35,1367.6,REL-AFTER-V,MacIntel,"Given the change in the law, every commentator clearly should have condoned the sanction, claims The Independent.",54
29,1,715.9,0,9,100,NONCE,AFTER-VP,4.510372539,8,Chrome,NA,NA,GLAFT,0,experimental,58,2151.6000000000004,NONCE-AFTER-VP,MacIntel,"Given the change in the law, every producer obviously should have addressed the inequality, says The Times.",54
29,1,650.3,1,9,101,UNREL,AFTER-VP,3.541556206,8,Chrome,3.655557686,0.069841755,DISCO,1,experimental,45,2143.7,UNREL-AFTER-VP,MacIntel,"Given the change in the law, every gardener clearly should have verified the claim, mentions The BBC.",54
29,1,516,0,9,102,REL,AFTER-VP,3.485497116,5,Chrome,4.909946679,0.387246038,FAITH,0,experimental,26,2251.7,REL-AFTER-VP,MacIntel,"Given the change in the law, every vicar certainly should have obeyed the decision, claims The Sun.",54
29,1,533.6999999999999,1,9,106,UNREL,AFTER-V,4.223689768,7,Chrome,3.744015211,0.030983292,SPOON,1,experimental,48,1584,UNREL-AFTER-V,MacIntel,"Given the change in the law, every analyst obviously should have acknowledged the failing, mentions The Guardian.",54
29,1,583,0,9,110,UNREL,AFTER-V,5.005747312,9,Chrome,3.519602188,0.028582389,POUCH,0,experimental,18,1334.5,UNREL-AFTER-V,MacIntel,"Given the change in the law, every executive clearly should have paid the fine, suggests The Guardian.",54
29,1,668.6,1,9,112,UNREL,AFTER-VP,4.064504628,7,Chrome,4.254807488,0.128075313,ALIEN,1,experimental,27,2017.7,UNREL-AFTER-VP,MacIntel,"Given the change in the law, every cleaner clearly should have discarded the item, claims The BBC.",54
29,1,466.4,0,9,114,REL,AFTER-VP,4.104575844,10,Chrome,5.35027968,0.643797235,PARTY,0,experimental,2,2184.7,REL-AFTER-VP,MacIntel,"Given the change in the law, every politician obviously should have upheld the change, reports The Sun.",54
29,1,598.9,0,9,115,NONCE,AFTER-VP,3.681799882,10,Chrome,NA,NA,GNISP,0,experimental,46,2169.7999999999997,NONCE-AFTER-VP,MacIntel,"Given the change in the law, every footballer definitely should have told the truth, mentions The Times.",54
29,1,529.9000000000001,0,9,116,UNREL,AFTER-VP,3.484128918,6,Chrome,3.75194906,0.044440644,GRAPE,0,experimental,15,2151.2,UNREL-AFTER-VP,MacIntel,"Given the change in the law, every jockey obviously should have abandoned the practice, suggests The BBC.",54
29,1,516,1,9,119,UNREL,AFTER-VP,4.528661332,8,Chrome,3.821678729,0.096814912,CURRY,1,experimental,33,2134.3999999999996,UNREL-AFTER-VP,MacIntel,"Given the change in the law, every engineer obviously should have forseen the issue, claims The BBC.",54
29,1,532.6999999999999,0,9,120,UNREL,AFTER-V,2.954817735,7,Chrome,4.227867511,0.200530544,MERCY,0,experimental,54,1582.6,UNREL-AFTER-V,MacIntel,"Given the change in the law, every postman obviously should have consulted the website, says The Guardian.",54
22,1,965.5,1,2,3,REL,AFTER-V,2.442833304,8,Chrome,4.677271228,0.469866532,GUEST,1,experimental,60,2117.5,REL-AFTER-V,Win32,"Given the change in the law, every hotelier clearly should have made the transition, says The Guardian.",55
22,1,1149.6,0,2,4,REL,AFTER-VP,4.257983625,9,Chrome,4.604307777,0.65194005,TOWER,0,experimental,51,3292.5,REL-AFTER-VP,Win32,"Given the change in the law, every architect definitely should have extended the deadline, says The BBC.",55
22,1,935.9,0,2,9,UNREL,AFTER-V,3.499480888,9,Chrome,3.900709192,0.110577655,SALON,0,experimental,37,2090.3,UNREL-AFTER-V,Win32,"Given the change in the law, every biologist clearly should have replaced the equipment, mentions The Telegraph.",55
22,1,801.4,0,2,13,UNREL,AFTER-V,3.001120593,6,Chrome,3.930647709,0.092758339,TUTOR,0,experimental,43,2257.5,UNREL-AFTER-V,Win32,"Given the change in the law, every grocer certainly should have vetoed the proposal, mentions The Telegraph.",55
22,1,734.5,0,2,18,UNREL,AFTER-V,3.496627781,10,Chrome,4.453364025,0.066770659,PIANO,0,experimental,19,1925.1000000000001,UNREL-AFTER-V,Win32,"Given the change in the law, every advertiser obviously should have accepted the blame, suggests The Telegraph.",55
22,1,750.6,0,2,22,REL,AFTER-VP,3.784228166,8,Chrome,4.550270351,0.656811439,WHEEL,0,experimental,39,2674.3,REL-AFTER-VP,Win32,"Given the change in the law, every mechanic certainly should have destroyed the data, mentions The BBC.",55
22,1,1002.1999999999999,0,2,24,NONCE,AFTER-V,4.189108375,6,Chrome,NA,NA,GLIRM,0,experimental,32,3757.1,NONCE-AFTER-V,Win32,"Given the change in the law, every farmer definitely should have condemned the behaviour, claims The Sun.",55
22,1,918.1,0,2,25,REL,AFTER-VP,5.294762043,8,Chrome,5.588746199,0.120705124,POWER,0,experimental,3,3349.4,REL-AFTER-VP,Win32,"Given the change in the law, every director definitely should have reconsidered the offer, reports The BBC.",55
22,1,1272,1,2,27,UNREL,AFTER-V,4.054597373,7,Chrome,3.463204461,0.239131041,CADET,1,experimental,1,1999.7,UNREL-AFTER-V,Win32,"Given the change in the law, every surgeon certainly should have undertaken the training, reports The Telegraph.",55
22,1,751.5,0,2,29,UNREL,AFTER-V,3.570916411,9,Chrome,3.990911755,0.039438298,BRIDE,0,experimental,55,1933.5,UNREL-AFTER-V,Win32,"Given the change in the law, every physicist definitely should have interrupted the meeting, says The Telegraph.",55
22,1,1350.8,1,2,31,UNREL,AFTER-VP,5.075778593,7,Chrome,3.413519289,0.055355864,STUMP,1,experimental,10,2957.8,UNREL-AFTER-VP,Win32,"Given the change in the law, every manager obviously should have refuted the rise, reports The Times.",55
22,1,817.2,0,2,32,NONCE,AFTER-VP,3.223196377,7,Chrome,NA,NA,YULBS,0,experimental,47,2690.9,NONCE-AFTER-VP,Win32,"Given the change in the law, every stylist certainly should have read the guidance, mentions The Independent.",55
22,1,752.4,0,2,34,NONCE,AFTER-VP,4.382518198,9,Chrome,NA,NA,FLERG,0,experimental,11,2816.2,NONCE-AFTER-VP,Win32,"Given the change in the law, every passenger definitely should have demanded the refund, reports The Independent.",55
22,1,685.2,0,2,35,NONCE,AFTER-VP,2.935126552,6,Chrome,NA,NA,DROWL,0,experimental,29,3216.9,NONCE-AFTER-VP,Win32,"Given the change in the law, every funder obviously should have released the document, claims The Independent.",55
22,1,803.5,0,2,40,REL,AFTER-V,4.33783738,9,Chrome,5.230293913,0.359043466,PAPER,0,experimental,30,1850.8,REL-AFTER-V,Win32,"Given the change in the law, every publisher certainly should have defined the term, claims The Guardian.",55
22,1,781.6999999999999,1,2,42,NONCE,AFTER-VP,2.794650654,7,Chrome,NA,NA,DOOPS,1,experimental,23,2634.1,NONCE-AFTER-VP,Win32,"Given the change in the law, every trucker obviously should have notified the firm, suggests The Independent.",55
22,1,664.6999999999999,0,2,43,NONCE,AFTER-V,4.438372257,6,Chrome,NA,NA,GELPS,0,experimental,56,1767,NONCE-AFTER-V,Win32,"Given the change in the law, every singer clearly should have sued the organiser, says The Sun.",55
22,1,566.1,0,2,44,NONCE,AFTER-VP,3.949644483,9,Chrome,NA,NA,GLOMP,0,experimental,41,2900.7999999999997,NONCE-AFTER-VP,Win32,"Given the change in the law, every conductor clearly should have avoided the behaviour, mentions The Independent.",55
22,1,640.5999999999999,0,2,45,NONCE,AFTER-V,3.671694735,6,Chrome,NA,NA,MAFTS,0,experimental,38,1900.5,NONCE-AFTER-V,Win32,"Given the change in the law, every sailor definitely should have known the risk, mentions The Sun.",55
22,1,748.6,1,2,46,REL,AFTER-VP,3.541556206,8,Chrome,5.026411782,0.501397476,PLANT,1,experimental,45,2733.9,REL-AFTER-VP,Win32,"Given the change in the law, every gardener clearly should have verified the claim, mentions The BBC.",55
22,1,781.3,0,2,47,REL,AFTER-V,4.78505379,8,Chrome,4.668647528,0.229238232,ESSAY,0,experimental,24,1633.8999999999999,REL-AFTER-V,Win32,"Given the change in the law, every graduate certainly should have contacted the council, suggests The Guardian.",55
22,1,731.7,1,2,50,REL,AFTER-V,3.927682114,9,Chrome,5.108336861,0.581022535,STAGE,1,experimental,6,1483.9,REL-AFTER-V,Win32,"Given the change in the law, every performer obviously should have signed the petition, reports The Guardian.",55
22,1,748.1,0,2,51,NONCE,AFTER-V,3.485497116,5,Chrome,NA,NA,BESKS,0,experimental,26,1617.3,NONCE-AFTER-V,Win32,"Given the change in the law, every vicar certainly should have obeyed the decision, claims The Sun.",55
22,1,900.2,0,2,54,UNREL,AFTER-V,3.659160937,8,Chrome,4.273577104,0.146049347,ALARM,0,experimental,49,1667.4,UNREL-AFTER-V,Win32,"Given the change in the law, every examiner certainly should have enforced the rule, says The Telegraph.",55
22,1,749.4,0,2,57,NONCE,AFTER-V,4.271877839,7,Chrome,NA,NA,ROKES,0,experimental,44,1867.3999999999999,NONCE-AFTER-V,Win32,"Given the change in the law, every soldier obviously should have raised the concern, mentions The Sun.",55
22,1,733,0,2,58,NONCE,AFTER-VP,3.590390365,7,Chrome,NA,NA,NULSE,0,experimental,17,2650.7000000000003,NONCE-AFTER-VP,Win32,"Given the change in the law, every butcher definitely should have retained the receipt, suggests The Independent.",55
22,1,741.8000000000001,1,2,59,REL,AFTER-V,4.223689768,7,Chrome,4.176312386,0.141363369,GRAPH,1,experimental,48,2000.7,REL-AFTER-V,Win32,"Given the change in the law, every analyst obviously should have acknowledged the failing, mentions The Guardian.",55
22,1,676.4,0,2,60,UNREL,AFTER-VP,3.506495478,6,Chrome,4.416076472,0.282091996,GLOBE,0,experimental,52,2466.1,UNREL-AFTER-VP,Win32,"Given the change in the law, every brewer clearly should have warned the supplier, says The Times.",55
22,1,635.4,0,2,61,REL,AFTER-VP,4.042783642,7,Chrome,4.255257406,0.647438362,BRICK,0,experimental,9,2564.2999999999997,REL-AFTER-VP,Win32,"Given the change in the law, every builder certainly should have filed the report, reports The BBC.",55
22,1,731.8,0,2,62,NONCE,AFTER-V,3.331052745,7,Chrome,NA,NA,DWERT,1,experimental,14,1633.8999999999999,NONCE-AFTER-V,Win32,"Given the change in the law, every midwife clearly should have taken the initiative, suggests The Sun.",55
22,1,784.2,0,2,66,REL,AFTER-V,5.617442386,7,Chrome,5.350430177,0.291918533,BOARD,0,experimental,42,1981.9,REL-AFTER-V,Win32,"Given the change in the law, every company definitely should have announced the appointment, mentions The Guardian.",55
22,1,1067.1,0,2,69,REL,AFTER-V,4.460251055,8,Chrome,5.302678942,0.365606156,STAFF,0,experimental,12,1766.7,REL-AFTER-V,Win32,"Given the change in the law, every employer clearly should have borne the brunt, reports The Guardian.",55
22,1,856.3,0,2,74,NONCE,AFTER-V,3.603458685,5,Chrome,NA,NA,PIVED,0,experimental,8,1700.6,NONCE-AFTER-V,Win32,"Given the change in the law, every boxer clearly should have informed the association, reports The Sun.",55
22,1,764.5999999999999,0,2,75,UNREL,AFTER-V,4.216284055,12,Chrome,4.938331983,0.110552167,YOUTH,0,experimental,31,1850.8,UNREL-AFTER-V,Win32,"Given the change in the law, every photographer clearly should have cancelled the subscription, claims The Telegraph.",55
22,1,734.7,0,2,77,REL,AFTER-VP,3.407217937,7,Chrome,4.147611827,0.387145282,DRAIN,0,experimental,21,2850.9,REL-AFTER-VP,Win32,"Given the change in the law, every plumber definitely should have renewed the insurance, suggests The BBC.",55
22,1,647.9,0,2,78,NONCE,AFTER-VP,3.583221526,11,Chrome,NA,NA,GELKS,0,experimental,35,2484,NONCE-AFTER-VP,Win32,"Given the change in the law, every commentator clearly should have condoned the sanction, claims The Independent.",55
22,1,627.5,0,2,81,UNREL,AFTER-VP,3.571960851,11,Chrome,4.74479794,0.069182129,INDEX,0,experimental,28,2383.7999999999997,UNREL-AFTER-VP,Win32,"Given the change in the law, every broadcaster definitely should have rectified the situation, claims The Times.",55
22,1,600.3,0,2,82,REL,AFTER-V,5.005747312,9,Chrome,4.515522967,0.125759944,BONUS,0,experimental,18,1767,REL-AFTER-V,Win32,"Given the change in the law, every executive clearly should have paid the fine, suggests The Guardian.",55
22,1,986,0,2,83,UNREL,AFTER-V,4.141850119,8,Chrome,3.39835149,0.049636608,SLANG,0,experimental,7,1817.9,UNREL-AFTER-V,Win32,"Given the change in the law, every investor definitely should have updated the protocol, reports The Telegraph.",55
22,1,798,0,2,88,NONCE,AFTER-V,3.672348826,8,Chrome,NA,NA,YURFS,0,experimental,50,1917.2,NONCE-AFTER-V,Win32,"Given the change in the law, every comedian obviously should have considered the damage, says The Sun.",55
